sequence,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,time,timestamp
59,68.92,42.98,58.54,-177.1,0,0,0, 01:49:48.522,1.55E+12
60,-162.22,-132.3,-135.94,-219.75,0,0,0, 01:49:48.522,1.55E+12
61,-139.4,-129.16,-127.28,-202.51,0,0,0, 01:49:48.537,1.55E+12
62,77.37,44.13,60.09,-176.82,0,0,0, 01:49:48.537,1.55E+12
63,-94.05,-73.54,-82.61,-212.23,0,0,0, 01:49:48.540,1.55E+12
64,-206.47,-187.2,-184.49,-214.38,0,0,0, 01:49:48.540,1.55E+12
65,41.31,15.94,24.94,-163.3,0,0,0, 01:49:48.552,1.55E+12
66,20.33,19.89,16.26,-188.08,0,0,0, 01:49:48.552,1.55E+12
67,-195.63,-154.92,-170.57,-176.06,0,0,0, 01:49:48.568,1.55E+12
68,-15.32,-34.52,-17.28,-150.37,0,0,0, 01:49:48.568,1.55E+12
69,80.7,62.37,63.68,-182.09,0,0,0, 01:49:48.569,1.55E+12
70,-162.79,-127.91,-139.09,-205.68,0,0,0, 01:49:48.569,1.55E+12
71,-119.25,-109.77,-108.52,-168.45,0,0,0, 01:49:48.582,1.55E+12
72,89.77,59.35,72.51,-169.35,0,0,0, 01:49:48.582,1.55E+12
73,-93.45,-69.45,-79.25,-211.45,0,0,0, 01:49:48.598,1.55E+12
74,-191.16,-164.75,-166.59,-196.26,0,0,0, 01:49:48.598,1.55E+12
75,55.44,24.98,38.54,-171.93,0,0,0, 01:49:48.600,1.55E+12
76,8.42,5,3.49,-192.3,0,0,0, 01:49:48.600,1.55E+12
77,-213.03,-174.51,-188.31,-221.25,0,0,0, 01:49:48.611,1.55E+12
78,-22.05,-41.45,-27.62,-173.59,0,0,0, 01:49:48.611,1.55E+12
79,66.79,47.9,49.23,-191.8,0,0,0, 01:49:48.627,1.55E+12
80,-168.56,-133.35,-143.91,-217.28,0,0,0, 01:49:48.627,1.55E+12
81,-116.94,-114.12,-108.75,-187.48,0,0,0, 01:49:48.630,1.55E+12
82,91.11,57.5,75.02,-173.87,0,0,0, 01:49:48.630,1.55E+12
83,-96.65,-67.89,-77.28,-205.86,0,0,0, 01:49:48.643,1.55E+12
84,-187.73,-165.58,-164.44,-192.86,0,0,0, 01:49:48.643,1.55E+12
85,46.41,19.86,29.84,-167.91,0,0,0, 01:49:48.658,1.55E+12
86,4.57,6.9,2.38,-196.73,0,0,0, 01:49:48.658,1.55E+12
87,-209.52,-167.12,-176.47,-209.66,0,0,0, 01:49:48.659,1.55E+12
88,-23.7,-37.87,-28.48,-170.19,0,0,0, 01:49:48.659,1.55E+12
89,62.93,50.54,52.62,-187.24,0,0,0, 01:49:48.672,1.55E+12
90,-157.24,-128.47,-141.04,-209.83,0,0,0, 01:49:48.672,1.55E+12
91,-124.46,-120.02,-112.53,-176.41,0,0,0, 01:49:48.688,1.55E+12
92,89.48,59.69,77.26,-163.81,0,0,0, 01:49:48.688,1.55E+12
93,-85.67,-63.04,-70.35,-196.61,0,0,0, 01:49:48.690,1.55E+12
94,-186.95,-168.6,-165.93,-182.76,0,0,0, 01:49:48.690,1.55E+12
95,56.58,27.83,48.9,-145.14,0,0,0, 01:49:48.702,1.55E+12
96,21.84,19.36,25.16,-170.62,0,0,0, 01:49:48.702,1.55E+12
97,-214.81,-171.19,-185.61,-195.39,0,0,0, 01:49:48.718,1.55E+12
98,-13.93,-30.76,-17.03,-146.82,0,0,0, 01:49:48.718,1.55E+12
99,86,64.01,73,-151.9,0,0,0, 01:49:48.719,1.55E+12
100,-164.12,-129.35,-147.3,-184.38,0,0,0, 01:49:48.719,1.55E+12
101,-117.89,-109.35,-104.72,-154.2,0,0,0, 01:49:48.732,1.55E+12
102,102.06,65.34,83,-140.18,0,0,0, 01:49:48.732,1.55E+12
103,-87.67,-64.41,-80.9,-168.18,0,0,0, 01:49:48.748,1.55E+12
104,-179.03,-153.01,-154.49,-161.49,0,0,0, 01:49:48.748,1.55E+12
105,70.51,39.97,61.24,-128.12,0,0,0, 01:49:48.748,1.55E+12
106,13.03,12.21,12.03,-159.04,0,0,0, 01:49:48.748,1.55E+12
107,-213.01,-167.65,-180.51,-184.28,0,0,0, 01:49:48.762,1.55E+12
108,-1.63,-20.03,-10.13,-120.64,0,0,0, 01:49:48.762,1.55E+12
109,83.73,68.4,68.18,-130.13,0,0,0, 01:49:48.778,1.55E+12
110,-151.18,-114.97,-133.02,-163.06,0,0,0, 01:49:48.778,1.55E+12
111,-110.5,-104.13,-98.16,-144.3,0,0,0, 01:49:48.779,1.55E+12
112,100.11,74,86.53,-128.69,0,0,0, 01:49:48.779,1.55E+12
113,-81.22,-53.46,-61.83,-151.29,0,0,0, 01:49:48.792,1.55E+12
114,-171.3,-148.84,-142.12,-149.55,0,0,0, 01:49:48.792,1.55E+12
115,64.81,38.03,46.62,-113.47,0,0,0, 01:49:48.807,1.55E+12
116,21.05,19.79,16.94,-148,0,0,0, 01:49:48.807,1.55E+12
117,-187.69,-147.24,-160.37,-152.74,0,0,0, 01:49:48.809,1.55E+12
118,-6.34,-24.82,-20.31,-123.43,0,0,0, 01:49:48.809,1.55E+12
119,86.92,73.92,75.18,-121.2,0,0,0, 01:49:48.822,1.55E+12
120,-148.59,-105.6,-126.16,-164.7,0,0,0, 01:49:48.822,1.55E+12
121,-98.56,-97.01,-90.34,-126.6,0,0,0, 01:49:48.840,1.55E+12
122,114.35,84.79,95.88,-101.32,0,0,0, 01:49:48.840,1.55E+12
123,-65.42,-45.97,-56.98,-145.87,0,0,0, 01:49:48.841,1.55E+12
124,-166.43,-148.09,-149.61,-149.63,0,0,0, 01:49:48.841,1.55E+12
125,74.81,46.83,66.08,-100.5,0,0,0, 01:49:48.852,1.55E+12
126,23.64,23.35,18.45,-142.85,0,0,0, 01:49:48.852,1.55E+12
127,-196.51,-154.67,-168.27,-157.06,0,0,0, 01:49:48.868,1.55E+12
128,1.31,-17.05,-7.72,-129.31,0,0,0, 01:49:48.868,1.55E+12
129,87.17,69.52,70.7,-147.82,0,0,0, 01:49:48.871,1.55E+12
130,-160.37,-125.44,-140.06,-176.9,0,0,0, 01:49:48.871,1.55E+12
131,-104.76,-98.45,-91.56,-136.09,0,0,0, 01:49:48.882,1.55E+12
132,104.66,70.87,87.78,-142.85,0,0,0, 01:49:48.882,1.55E+12
133,-86.35,-70.6,-75.29,-181.61,0,0,0, 01:49:48.900,1.55E+12
134,-178.3,-155.06,-157.74,-175.04,0,0,0, 01:49:48.900,1.55E+12
135,64.12,39.91,57.79,-138.22,0,0,0, 01:49:48.904,1.55E+12
136,11.09,7.47,12.39,-184.92,0,0,0, 01:49:48.904,1.55E+12
137,-213.86,-175.44,-183.54,-198.99,0,0,0, 01:49:48.912,1.55E+12
138,-14.89,-32.6,-24.36,-169.52,0,0,0, 01:49:48.912,1.55E+12
139,64.69,51.35,48.74,-185.45,0,0,0, 01:49:48.928,1.55E+12
140,-173.41,-138.69,-149.43,-221.69,0,0,0, 01:49:48.928,1.55E+12
141,-121.33,-112.54,-106.13,-192.2,0,0,0, 01:49:48.930,1.55E+12
142,90.53,55.64,67.34,-181.99,0,0,0, 01:49:48.930,1.55E+12
143,-110.14,-84.97,-90.01,-218.55,0,0,0, 01:49:48.943,1.55E+12
144,-184.64,-161.1,-163.42,-207.01,0,0,0, 01:49:48.943,1.55E+12
145,48.69,23.84,32.41,-184.38,0,0,0, 01:49:48.958,1.55E+12
146,-9.68,-8.87,-1.23,-212.93,0,0,0, 01:49:48.958,1.55E+12
147,-221.82,-182.95,-192.13,-230.34,0,0,0, 01:49:48.959,1.55E+12
148,-28.74,-45.44,-31.34,-194.92,0,0,0, 01:49:48.959,1.55E+12
149,59.15,36.39,44.06,-202.21,0,0,0, 01:49:48.972,1.55E+12
150,-174.93,-143.54,-146.76,-234.48,0,0,0, 01:49:48.972,1.55E+12
151,-132.69,-122.48,-120,-222.75,0,0,0, 01:49:48.988,1.55E+12
152,83.55,55.44,69.91,-193.58,0,0,0, 01:49:48.988,1.55E+12
153,-111.96,-88.72,-97.88,-238.13,0,0,0, 01:49:48.990,1.55E+12
154,-199.89,-179.76,-178.33,-228.81,0,0,0, 01:49:48.990,1.55E+12
155,41.93,11.92,34.53,-197.93,0,0,0, 01:49:49.001,1.55E+12
156,-8.21,-9.31,-9.85,-227.9,0,0,0, 01:49:49.001,1.55E+12
157,-224.57,-189.54,-195.39,-237.97,0,0,0, 01:49:49.018,1.55E+12
158,-25.14,-43.74,-34.76,-204.62,0,0,0, 01:49:49.018,1.55E+12
159,57.04,45.75,43.54,-216.01,0,0,0, 01:49:49.022,1.55E+12
160,-197.95,-159.66,-172.51,-251.58,0,0,0, 01:49:49.022,1.55E+12
161,-127.67,-122.82,-112.93,-222.11,0,0,0, 01:49:49.032,1.55E+12
162,79.82,46.78,55.83,-207.38,0,0,0, 01:49:49.032,1.55E+12
163,-115.88,-89.23,-96.37,-229.37,0,0,0, 01:49:49.047,1.55E+12
164,-190.59,-169.28,-165.46,-229.34,0,0,0, 01:49:49.047,1.55E+12
165,52.37,25.86,38.42,-189.99,0,0,0, 01:49:49.050,1.55E+12
166,-8.31,-9.53,-11.3,-222.51,0,0,0, 01:49:49.050,1.55E+12
167,-230.04,-185.44,-201.92,-243.9,0,0,0, 01:49:49.078,1.55E+12
168,-17.61,-35.56,-25.49,-201.57,0,0,0, 01:49:49.078,1.55E+12
169,57.19,42.94,43.18,-207.49,0,0,0, 01:49:49.080,1.55E+12
170,-184.48,-150.69,-158.13,-241.26,0,0,0, 01:49:49.080,1.55E+12
171,-123.61,-112.9,-111.51,-213.16,0,0,0, 01:49:49.081,1.55E+12
172,80.28,50.39,62.19,-204.15,0,0,0, 01:49:49.081,1.55E+12
173,-117.26,-101.08,-100.01,-245.17,0,0,0, 01:49:49.092,1.55E+12
174,-200.22,-180.58,-179.16,-229.91,0,0,0, 01:49:49.092,1.55E+12
175,50.5,26.21,35.5,-200.42,0,0,0, 01:49:49.124,1.55E+12
176,-7.75,3.49,-3.84,-206.12,0,0,0, 01:49:49.124,1.55E+12
177,-214.94,-184.4,-194.18,-236.75,0,0,0, 01:49:49.127,1.55E+12
178,-20.97,-37.45,-28.08,-189.72,0,0,0, 01:49:49.127,1.55E+12
179,54.83,39.34,41.7,-211,0,0,0, 01:49:49.127,1.55E+12
180,-178.66,-143.8,-155.2,-238.07,0,0,0, 01:49:49.127,1.55E+12
181,-121.54,-121.01,-117.62,-211.15,0,0,0, 01:49:49.129,1.55E+12
182,90.81,56.44,72.86,-201.51,0,0,0, 01:49:49.129,1.55E+12
183,-115.64,-89.91,-96.42,-235.08,0,0,0, 01:49:49.136,1.55E+12
184,-185.4,-164.33,-161.17,-209.51,0,0,0, 01:49:49.136,1.55E+12
185,50.32,20.45,41.49,-195.07,0,0,0, 01:49:49.152,1.55E+12
186,-10.4,-7.43,-12.91,-219.74,0,0,0, 01:49:49.152,1.55E+12
187,-230.76,-194.19,-202.74,-237.89,0,0,0, 01:49:49.167,1.55E+12
188,-24.72,-42.34,-36.16,-206.12,0,0,0, 01:49:49.167,1.55E+12
189,59.67,41.53,41.75,-203.77,0,0,0, 01:49:49.169,1.55E+12
190,-205,-164.85,-180.66,-253.18,0,0,0, 01:49:49.169,1.55E+12
191,-125.72,-119.42,-121.91,-204.47,0,0,0, 01:49:49.182,1.55E+12
192,89.47,64.87,74.35,-191.25,0,0,0, 01:49:49.182,1.55E+12
193,-105.87,-81.13,-89.74,-224.78,0,0,0, 01:49:49.198,1.55E+12
194,-179.61,-161.45,-153.59,-205.86,0,0,0, 01:49:49.198,1.55E+12
195,63.15,29.38,45.36,-177.91,0,0,0, 01:49:49.213,1.55E+12
196,-13.43,-13.38,-18.51,-218.04,0,0,0, 01:49:49.213,1.55E+12
197,-219.25,-182.38,-191.48,-220.45,0,0,0, 01:49:49.216,1.55E+12
198,-10.82,-30.68,-13.24,-192.37,0,0,0, 01:49:49.216,1.55E+12
199,51.75,37.71,40.07,-208.56,0,0,0, 01:49:49.217,1.55E+12
200,-181.35,-146.84,-159.82,-227.85,0,0,0, 01:49:49.217,1.55E+12
0,-121.27,-118.87,-114.7,-209.48,0,0,0, 01:49:49.227,1.55E+12
1,92.35,65.14,68.85,-187.79,0,0,0, 01:49:49.243,1.55E+12
2,-120.75,-91.22,-103.22,-231.6,0,0,0, 01:49:49.243,1.55E+12
3,-187.07,-162.79,-169.41,-227.25,0,0,0, 01:49:49.246,1.55E+12
4,46.34,19.65,32.78,-196.62,0,0,0, 01:49:49.246,1.55E+12
5,-17.05,-10.51,-17.58,-215.53,0,0,0, 01:49:49.258,1.55E+12
6,-220.7,-185.7,-189.29,-242.53,0,0,0, 01:49:49.258,1.55E+12
7,-23.76,-41.44,-30.44,-203.73,0,0,0, 01:49:49.273,1.55E+12
8,49.61,36.16,38.55,-200.66,0,0,0, 01:49:49.273,1.55E+12
9,-177.93,-145.76,-161.03,-229.56,0,0,0, 01:49:49.276,1.55E+12
10,-122.74,-118.44,-117.21,-208.56,0,0,0, 01:49:49.276,1.55E+12
11,81.9,54.48,69.62,-195.22,0,0,0, 01:49:49.289,1.55E+12
12,-118.81,-90.79,-98.88,-227.28,0,0,0, 01:49:49.289,1.55E+12
13,-188.56,-166.32,-163.78,-217.96,0,0,0, 01:49:49.303,1.55E+12
14,57.31,23.49,37.42,-187.06,0,0,0, 01:49:49.303,1.55E+12
15,-12.04,-12.01,-14.12,-214.03,0,0,0, 01:49:49.307,1.55E+12
16,-227.78,-191.46,-195.92,-232.18,0,0,0, 01:49:49.307,1.55E+12
17,-15.45,-38.6,-18.09,-203.75,0,0,0, 01:49:49.317,1.55E+12
18,57.06,40.67,46.55,-194.29,0,0,0, 01:49:49.317,1.55E+12
19,-185.22,-148.61,-161.29,-228.49,0,0,0, 01:49:49.333,1.55E+12
20,-117.46,-111.13,-109.24,-206.9,0,0,0, 01:49:49.333,1.55E+12
21,89.48,63.33,71.14,-186.94,0,0,0, 01:49:49.336,1.55E+12
22,-124.53,-93.13,-105.93,-224.28,0,0,0, 01:49:49.336,1.55E+12
23,-183.86,-162.21,-165.89,-212.1,0,0,0, 01:49:49.363,1.55E+12
24,60.3,25.37,41.7,-180.71,0,0,0, 01:49:49.363,1.55E+12
25,-24.97,-20.33,-21.66,-221.93,0,0,0, 01:49:49.366,1.55E+12
26,-229.19,-201.25,-195.5,-232.55,0,0,0, 01:49:49.366,1.55E+12
27,-11.57,-32.9,-10.43,-194.85,0,0,0, 01:49:49.366,1.55E+12
28,44.11,28.45,38.34,-206.62,0,0,0, 01:49:49.366,1.55E+12
29,-185.89,-154.54,-167.12,-232.95,0,0,0, 01:49:49.377,1.55E+12
30,-112.68,-114.75,-100.32,-184.34,0,0,0, 01:49:49.377,1.55E+12
31,94.77,63.23,79.7,-182.6,0,0,0, 01:49:49.393,1.55E+12
32,-118.84,-93.42,-110.2,-226.38,0,0,0, 01:49:49.393,1.55E+12
33,-179.16,-157.2,-160.33,-203.98,0,0,0, 01:49:49.396,1.55E+12
34,52.86,20.25,43.97,-182.81,0,0,0, 01:49:49.396,1.55E+12
35,-18.72,-12.27,-14.32,-209.22,0,0,0, 01:49:49.406,1.55E+12
36,-213.82,-179.71,-190.2,-215.23,0,0,0, 01:49:49.406,1.55E+12
37,-10.66,-27.22,-16.88,-182.64,0,0,0, 01:49:49.423,1.55E+12
38,52.07,42.2,36.92,-195.9,0,0,0, 01:49:49.423,1.55E+12
39,-185.75,-145.55,-164.56,-233.7,0,0,0, 01:49:49.426,1.55E+12
40,-106.53,-99.87,-95.73,-181.37,0,0,0, 01:49:49.426,1.55E+12
41,87.01,55.94,71.99,-192.25,0,0,0, 01:49:49.438,1.55E+12
42,-113.72,-86.88,-98.06,-206.34,0,0,0, 01:49:49.438,1.55E+12
43,-179.8,-159.88,-155.86,-194.2,0,0,0, 01:49:49.452,1.55E+12
44,57.05,25.72,43.65,-172.09,0,0,0, 01:49:49.452,1.55E+12
45,-10.32,-6.9,-7.96,-204.57,0,0,0, 01:49:49.455,1.55E+12
46,-221.48,-182.27,-195.04,-214.73,0,0,0, 01:49:49.455,1.55E+12
47,-15.28,-30.81,-14.19,-189.85,0,0,0, 01:49:49.467,1.55E+12
48,50.91,36.17,43.85,-202.7,0,0,0, 01:49:49.467,1.55E+12
49,-183.82,-150.83,-160.38,-221.98,0,0,0, 01:49:49.485,1.55E+12
50,-108.62,-101.54,-91.63,-188.33,0,0,0, 01:49:49.485,1.55E+12
51,84.72,57.65,68.77,-190.9,0,0,0, 01:49:49.487,1.55E+12
52,-125.89,-101.12,-108.49,-225.39,0,0,0, 01:49:49.487,1.55E+12
53,-171.08,-157.98,-154.8,-197.48,0,0,0, 01:49:49.497,1.55E+12
54,64.15,30.5,51.46,-171.47,0,0,0, 01:49:49.497,1.55E+12
55,-20,-15.66,-25.93,-205.97,0,0,0, 01:49:49.513,1.55E+12
56,-222.24,-187.04,-200.33,-219.92,0,0,0, 01:49:49.513,1.55E+12
57,-2.78,-21.82,-3.09,-182.83,0,0,0, 01:49:49.515,1.55E+12
58,50.31,41.65,44.03,-192.52,0,0,0, 01:49:49.515,1.55E+12
59,-179.63,-144.01,-161.3,-220.99,0,0,0, 01:49:49.527,1.55E+12
60,-108.33,-104.17,-103.73,-194.06,0,0,0, 01:49:49.527,1.55E+12
61,87.86,59.92,73.57,-184.63,0,0,0, 01:49:49.542,1.55E+12
62,-125.57,-95.35,-107.8,-227.66,0,0,0, 01:49:49.542,1.55E+12
63,-176.7,-154.71,-159.82,-205.36,0,0,0, 01:49:49.544,1.55E+12
64,58.85,24.2,46.29,-175.52,0,0,0, 01:49:49.544,1.55E+12
65,-27.7,-19.98,-23.72,-219.07,0,0,0, 01:49:49.557,1.55E+12
66,-228.08,-183.99,-195.09,-223.43,0,0,0, 01:49:49.557,1.55E+12
67,0.83,-15.74,-3.38,-172.76,0,0,0, 01:49:49.573,1.55E+12
68,62.53,44.8,50.17,-180.57,0,0,0, 01:49:49.573,1.55E+12
69,-183.08,-149.36,-167.03,-218.88,0,0,0, 01:49:49.574,1.55E+12
70,-107.34,-101.87,-97.96,-188.74,0,0,0, 01:49:49.574,1.55E+12
71,88.75,64.43,74.25,-164.81,0,0,0, 01:49:49.603,1.55E+12
72,-116.53,-86.87,-100.18,-211.22,0,0,0, 01:49:49.603,1.55E+12
73,-182.13,-154.39,-154.86,-198.31,0,0,0, 01:49:49.606,1.55E+12
74,59.73,33.86,45.2,-163.32,0,0,0, 01:49:49.606,1.55E+12
75,-12.32,-8.26,-17.55,-207.55,0,0,0, 01:49:49.606,1.55E+12
76,-222.78,-191.67,-196.22,-223.59,0,0,0, 01:49:49.606,1.55E+12
77,2.96,-21.89,-5.46,-174.31,0,0,0, 01:49:49.618,1.55E+12
78,49.6,33.44,39.33,-195.4,0,0,0, 01:49:49.618,1.55E+12
79,-181.89,-147.18,-153.69,-233.05,0,0,0, 01:49:49.633,1.55E+12
80,-106.6,-110.67,-100.7,-202.9,0,0,0, 01:49:49.633,1.55E+12
81,96.58,60.38,71.3,-183.29,0,0,0, 01:49:49.636,1.55E+12
82,-128.03,-100.29,-108.45,-222.31,0,0,0, 01:49:49.636,1.55E+12
83,-181.24,-161.3,-169.32,-210.75,0,0,0, 01:49:49.647,1.55E+12
84,63.02,31.77,44.57,-182.42,0,0,0, 01:49:49.647,1.55E+12
85,-31.93,-23.46,-26.78,-217.58,0,0,0, 01:49:49.679,1.55E+12
86,-215.78,-180.89,-188.84,-212.71,0,0,0, 01:49:49.679,1.55E+12
87,2.4,-16.99,-5.62,-175.41,0,0,0, 01:49:49.681,1.55E+12
88,45.8,26.35,39.97,-199.88,0,0,0, 01:49:49.681,1.55E+12
89,-197.61,-157.37,-171.38,-244.49,0,0,0, 01:49:49.681,1.55E+12
90,-99.6,-98.03,-94.65,-181.51,0,0,0, 01:49:49.681,1.55E+12
91,84.55,59.2,67.44,-179.66,0,0,0, 01:49:49.683,1.55E+12
92,-126.54,-95.43,-109.52,-214.58,0,0,0, 01:49:49.683,1.55E+12
93,-172.89,-147.02,-151.83,-187.5,0,0,0, 01:49:49.692,1.55E+12
94,67.52,36.08,54.7,-160.41,0,0,0, 01:49:49.692,1.55E+12
95,-15.24,-15.22,-22.41,-187.08,0,0,0, 01:49:49.707,1.55E+12
96,-203.84,-172.16,-183.18,-191.79,0,0,0, 01:49:49.707,1.55E+12
97,4.7,-16.42,-0.25,-171.52,0,0,0, 01:49:49.723,1.55E+12
98,49.43,38.56,46.38,-186.15,0,0,0, 01:49:49.723,1.55E+12
99,-179.74,-142.74,-153.58,-205.07,0,0,0, 01:49:49.723,1.55E+12
100,-96.69,-93.55,-80.46,-173.04,0,0,0, 01:49:49.723,1.55E+12
101,91.94,67.98,78.21,-163.5,0,0,0, 01:49:49.737,1.55E+12
102,-112.43,-82.99,-99.47,-211.05,0,0,0, 01:49:49.737,1.55E+12
103,-169.34,-151.01,-154.48,-198.7,0,0,0, 01:49:49.752,1.55E+12
104,64.44,39.71,52.13,-168.52,0,0,0, 01:49:49.752,1.55E+12
105,-21.75,-17.23,-26.54,-207.18,0,0,0, 01:49:49.753,1.55E+12
106,-217.77,-184.22,-188.77,-210.83,0,0,0, 01:49:49.753,1.55E+12
107,2.17,-18.3,0.78,-175.72,0,0,0, 01:49:49.766,1.55E+12
108,54.73,40.79,44.77,-185.55,0,0,0, 01:49:49.766,1.55E+12
109,-189.29,-149.15,-160.96,-212.13,0,0,0, 01:49:49.783,1.55E+12
110,-96.3,-92.8,-86.8,-178.66,0,0,0, 01:49:49.783,1.55E+12
111,95.62,66,75.97,-169.08,0,0,0, 01:49:49.786,1.55E+12
112,-126.74,-94.19,-108.08,-213.83,0,0,0, 01:49:49.786,1.55E+12
113,-173.51,-153.22,-155.25,-200.48,0,0,0, 01:49:49.797,1.55E+12
114,66.85,30.59,48.67,-186.94,0,0,0, 01:49:49.797,1.55E+12
115,-23.88,-19.21,-27.26,-198.27,0,0,0, 01:49:49.813,1.55E+12
116,-224.39,-191.02,-197.95,-223.15,0,0,0, 01:49:49.813,1.55E+12
117,-1.06,-24.63,-12.12,-185.35,0,0,0, 01:49:49.818,1.55E+12
118,31.66,28.1,20.58,-206.18,0,0,0, 01:49:49.818,1.55E+12
119,-202.56,-163.65,-180.29,-230.8,0,0,0, 01:49:49.827,1.55E+12
120,-89.88,-93.05,-80.07,-190.37,0,0,0, 01:49:49.827,1.55E+12
121,98.8,70.96,80.53,-171.32,0,0,0, 01:49:49.843,1.55E+12
122,-106.09,-78.98,-88.79,-200.82,0,0,0, 01:49:49.843,1.55E+12
123,-162.94,-143.9,-151.01,-194.29,0,0,0, 01:49:49.846,1.55E+12
124,68.39,35.2,62.61,-167.33,0,0,0, 01:49:49.846,1.55E+12
125,-20.16,-14.16,-16.4,-188.18,0,0,0, 01:49:49.857,1.55E+12
126,-211.32,-177.51,-187.57,-210.59,0,0,0, 01:49:49.857,1.55E+12
127,6.28,-14.18,0.28,-169.02,0,0,0, 01:49:49.873,1.55E+12
128,53.72,41.54,47.82,-186.66,0,0,0, 01:49:49.873,1.55E+12
129,-182.28,-143.74,-156.41,-212.19,0,0,0, 01:49:49.875,1.55E+12
130,-102.56,-102.03,-88.67,-196.17,0,0,0, 01:49:49.875,1.55E+12
131,90.89,64.51,76.91,-170.92,0,0,0, 01:49:49.892,1.55E+12
132,-120.65,-95.18,-106.83,-203.83,0,0,0, 01:49:49.892,1.55E+12
133,-165.5,-152.55,-152.23,-197.28,0,0,0, 01:49:49.903,1.55E+12
134,67.99,41.36,55.45,-179.12,0,0,0, 01:49:49.903,1.55E+12
135,-25.55,-14.21,-26.14,-197.11,0,0,0, 01:49:49.906,1.55E+12
136,-215.65,-177.1,-180.88,-203.7,0,0,0, 01:49:49.906,1.55E+12
137,10.9,-13.36,4.93,-165.64,0,0,0, 01:49:49.917,1.55E+12
138,51.54,35.26,41.58,-198.6,0,0,0, 01:49:49.917,1.55E+12
139,-192.45,-155.07,-167.77,-229.34,0,0,0, 01:49:49.933,1.55E+12
140,-88.47,-93.69,-89.92,-194.75,0,0,0, 01:49:49.933,1.55E+12
141,97.01,72.14,85.25,-161.52,0,0,0, 01:49:49.935,1.55E+12
142,-123.56,-101.53,-102.55,-208.87,0,0,0, 01:49:49.935,1.55E+12
143,-162.8,-150.85,-149.72,-193.61,0,0,0, 01:49:49.947,1.55E+12
144,73.86,44.94,56.44,-169.56,0,0,0, 01:49:49.947,1.55E+12
145,-27.71,-14.14,-17.75,-203.48,0,0,0, 01:49:49.963,1.55E+12
146,-202.77,-167.4,-175.66,-193.78,0,0,0, 01:49:49.963,1.55E+12
147,21.14,-1.51,11.47,-165.87,0,0,0, 01:49:49.965,1.55E+12
148,48.44,38.41,40.61,-187.71,0,0,0, 01:49:49.965,1.55E+12
149,-184.16,-152.75,-169.8,-205.84,0,0,0, 01:49:49.977,1.55E+12
150,-90.36,-91.35,-84.82,-189.06,0,0,0, 01:49:49.977,1.55E+12
151,94.56,71.1,82.46,-160.96,0,0,0, 01:49:49.993,1.55E+12
152,-122.17,-92.74,-109.11,-207.8,0,0,0, 01:49:49.993,1.55E+12
153,-167.43,-152.83,-144.15,-195.99,0,0,0, 01:49:49.995,1.55E+12
154,67.8,38.17,47.9,-159.74,0,0,0, 01:49:49.995,1.55E+12
155,-27.94,-21.27,-29.56,-196.34,0,0,0, 01:49:50.007,1.55E+12
156,-220.4,-186.2,-192.06,-217.21,0,0,0, 01:49:50.007,1.55E+12
157,11.8,-12.25,11.49,-162.03,0,0,0, 01:49:50.023,1.55E+12
158,44.42,29.32,32.59,-192.03,0,0,0, 01:49:50.023,1.55E+12
159,-188.07,-151.08,-162.73,-220.07,0,0,0, 01:49:50.025,1.55E+12
160,-92.07,-95.4,-81.25,-186.68,0,0,0, 01:49:50.025,1.55E+12
161,91.49,61.9,69.16,-169.83,0,0,0, 01:49:50.037,1.55E+12
162,-131.84,-100.81,-111.81,-226.7,0,0,0, 01:49:50.037,1.55E+12
163,-174.72,-150.44,-159.71,-197.46,0,0,0, 01:49:50.053,1.55E+12
164,66.42,38.93,47.25,-173.86,0,0,0, 01:49:50.053,1.55E+12
165,-35.29,-20.99,-37.28,-213.91,0,0,0, 01:49:50.054,1.55E+12
166,-217.21,-185.26,-190.65,-211.67,0,0,0, 01:49:50.054,1.55E+12
167,16.81,-11.98,-2.92,-174.98,0,0,0, 01:49:50.067,1.55E+12
168,52.58,36.27,49.25,-190.24,0,0,0, 01:49:50.067,1.55E+12
169,-192.21,-153.53,-167.07,-217.6,0,0,0, 01:49:50.082,1.55E+12
170,-92.34,-91.65,-85.76,-199.45,0,0,0, 01:49:50.082,1.55E+12
171,94.99,68.25,80.31,-174.42,0,0,0, 01:49:50.085,1.55E+12
172,-131.13,-102.71,-118.03,-212.96,0,0,0, 01:49:50.085,1.55E+12
173,-166.57,-143.71,-139.99,-194.47,0,0,0, 01:49:50.096,1.55E+12
174,73.41,43.2,53.08,-167.06,0,0,0, 01:49:50.096,1.55E+12
175,-36.98,-29.94,-30.3,-200.72,0,0,0, 01:49:50.112,1.55E+12
176,-215.73,-184.33,-193.51,-212.12,0,0,0, 01:49:50.112,1.55E+12
177,21.41,-2.35,16.59,-168.12,0,0,0, 01:49:50.114,1.55E+12
178,42.3,31.66,37.35,-205.04,0,0,0, 01:49:50.114,1.55E+12
179,-189.2,-150.23,-163.97,-211.98,0,0,0, 01:49:50.127,1.55E+12
180,-73.35,-78.87,-74.74,-168.38,0,0,0, 01:49:50.127,1.55E+12
181,88.4,66.22,76.63,-173.42,0,0,0, 01:49:50.143,1.55E+12
182,-128.26,-100.38,-105.96,-221.62,0,0,0, 01:49:50.143,1.55E+12
