sequence,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,time,timestamp
56,-205.76,-163.53,-188.05,-190.01,0,0,0, 01:46:43.586,1.55E+12
57,-63,-67.78,-58.64,-142.05,0,0,0, 01:46:43.601,1.55E+12
58,150.76,104.17,130.8,-69.73,0,0,0, 01:46:43.601,1.55E+12
59,-137.67,-98.13,-117.29,-169.1,0,0,0, 01:46:43.602,1.55E+12
60,-176.52,-154.42,-155.57,-187.63,0,0,0, 01:46:43.602,1.55E+12
61,136.13,91.29,106.13,-79.58,0,0,0, 01:46:43.616,1.55E+12
62,-15.22,-2.44,-27.54,-125.31,0,0,0, 01:46:43.616,1.55E+12
63,-223.72,-180.6,-195.47,-175.29,0,0,0, 01:46:43.631,1.55E+12
64,74.17,38.51,50.68,-66.67,0,0,0, 01:46:43.631,1.55E+12
65,86.67,67.51,65.45,-91.66,0,0,0, 01:46:43.633,1.55E+12
66,-218.16,-164.39,-185.85,-180.29,0,0,0, 01:46:43.633,1.55E+12
67,-61.06,-70.87,-66.62,-130.55,0,0,0, 01:46:43.646,1.55E+12
68,139.55,104.23,119.55,-60.2,0,0,0, 01:46:43.646,1.55E+12
69,-139.75,-103.6,-106.8,-153.74,0,0,0, 01:46:43.661,1.55E+12
70,-165.96,-140.76,-139.31,-154.8,0,0,0, 01:46:43.661,1.55E+12
71,141.28,93.06,113.36,-65.58,0,0,0, 01:46:43.663,1.55E+12
72,-22.58,-3.02,-22.28,-117.77,0,0,0, 01:46:43.663,1.55E+12
73,-220.45,-168.1,-184.04,-170.68,0,0,0, 01:46:43.676,1.55E+12
74,83.44,51.58,76.3,-62,0,0,0, 01:46:43.676,1.55E+12
75,91.7,89.77,81.62,-56.45,0,0,0, 01:46:43.691,1.55E+12
76,-200.99,-138.61,-167.57,-159.54,0,0,0, 01:46:43.691,1.55E+12
77,-38.88,-47.22,-39.42,-118.92,0,0,0, 01:46:43.694,1.55E+12
78,147.7,107.7,135.98,-44.3,0,0,0, 01:46:43.694,1.55E+12
79,-134.22,-83.29,-97.71,-140.14,0,0,0, 01:46:43.705,1.55E+12
80,-147.57,-123.41,-120.1,-131.99,0,0,0, 01:46:43.705,1.55E+12
81,149.59,101.99,122.64,-43.39,0,0,0, 01:46:43.721,1.55E+12
82,-24.03,-1.99,-26.12,-102.87,0,0,0, 01:46:43.721,1.55E+12
83,-222.92,-173.24,-193.55,-175.4,0,0,0, 01:46:43.722,1.55E+12
84,78.85,44.43,65.52,-66.12,0,0,0, 01:46:43.722,1.55E+12
85,90.68,70.89,93.27,-64.66,0,0,0, 01:46:43.752,1.55E+12
86,-197.93,-135.71,-164.02,-159.32,0,0,0, 01:46:43.752,1.55E+12
87,-45.01,-47.44,-29.16,-108.83,0,0,0, 01:46:43.753,1.55E+12
88,152.33,113.32,131.23,-35.99,0,0,0, 01:46:43.753,1.55E+12
89,-128.01,-91.53,-96.68,-136.77,0,0,0, 01:46:43.754,1.55E+12
90,-164.05,-141.39,-132.63,-156.67,0,0,0, 01:46:43.754,1.55E+12
91,159.57,109.69,128.96,-30.54,0,0,0, 01:46:43.766,1.55E+12
92,-24.14,-12.16,-31.01,-102.86,0,0,0, 01:46:43.766,1.55E+12
93,-221.61,-168.88,-185.21,-158.05,0,0,0, 01:46:43.782,1.55E+12
94,79.64,56.87,70.02,-48.96,0,0,0, 01:46:43.782,1.55E+12
95,97.94,81.83,81.07,-66.87,0,0,0, 01:46:43.782,1.55E+12
96,-208.56,-147.27,-163.77,-154.12,0,0,0, 01:46:43.782,1.55E+12
97,-27.18,-31.6,-19.11,-86.99,0,0,0, 01:46:43.796,1.55E+12
98,158.22,115.34,142.32,-23.44,0,0,0, 01:46:43.796,1.55E+12
99,-117.1,-81.78,-100.35,-127.37,0,0,0, 01:46:43.812,1.55E+12
100,-138.92,-119.26,-120.18,-119.18,0,0,0, 01:46:43.812,1.55E+12
101,156.91,105.93,124.05,-39.19,0,0,0, 01:46:43.812,1.55E+12
102,-16.45,-2.75,-3.52,-71.01,0,0,0, 01:46:43.812,1.55E+12
103,-207.26,-167.93,-169.25,-146.87,0,0,0, 01:46:43.826,1.55E+12
104,87.88,59.58,71.13,-46.4,0,0,0, 01:46:43.826,1.55E+12
105,97.44,79.85,75.87,-45.98,0,0,0, 01:46:43.842,1.55E+12
106,-194.36,-149.77,-166.43,-138.72,0,0,0, 01:46:43.842,1.55E+12
107,-20.18,-39.61,-44.34,-91.83,0,0,0, 01:46:43.843,1.55E+12
108,149.51,111.01,125.65,-23.18,0,0,0, 01:46:43.843,1.55E+12
109,-130.8,-84.54,-98.23,-115.29,0,0,0, 01:46:43.856,1.55E+12
110,-146.53,-121.85,-123.63,-129.79,0,0,0, 01:46:43.856,1.55E+12
111,143.38,88.34,116.6,-50.01,0,0,0, 01:46:43.872,1.55E+12
112,-10.11,5.86,0.59,-61.21,0,0,0, 01:46:43.872,1.55E+12
113,-187.43,-146.81,-167.6,-114.4,0,0,0, 01:46:43.873,1.55E+12
114,99.35,56.05,83.16,-20.88,0,0,0, 01:46:43.873,1.55E+12
115,105.73,77.81,91.1,-37.33,0,0,0, 01:46:43.886,1.55E+12
116,-184.23,-137.21,-166.8,-133.98,0,0,0, 01:46:43.886,1.55E+12
117,-33.62,-36.72,-28.58,-87.48,0,0,0, 01:46:43.902,1.55E+12
118,157.99,121.67,138.5,-20.63,0,0,0, 01:46:43.902,1.55E+12
119,-118.84,-79.83,-101.13,-133.52,0,0,0, 01:46:43.903,1.55E+12
120,-138.95,-119.22,-106.36,-100.41,0,0,0, 01:46:43.903,1.55E+12
121,168.79,113.57,142.69,-4.36,0,0,0, 01:46:43.916,1.55E+12
122,-3.88,19.8,1.52,-56.21,0,0,0, 01:46:43.916,1.55E+12
123,-198.37,-149.37,-169.45,-121.46,0,0,0, 01:46:43.935,1.55E+12
124,101.11,65.42,89.03,-30.48,0,0,0, 01:46:43.935,1.55E+12
125,106.96,95.82,86.83,-49.99,0,0,0, 01:46:43.937,1.55E+12
126,-195.43,-134.47,-159,-135.77,0,0,0, 01:46:43.937,1.55E+12
127,-9.56,-26.15,-20.49,-63.35,0,0,0, 01:46:43.946,1.55E+12
128,167.68,128.03,156.11,-2.79,0,0,0, 01:46:43.946,1.55E+12
129,-115.04,-71.23,-88.88,-89.35,0,0,0, 01:46:43.962,1.55E+12
130,-122.44,-111.61,-111.74,-93.79,0,0,0, 01:46:43.962,1.55E+12
131,174.66,118.92,125.38,-18.81,0,0,0, 01:46:43.962,1.55E+12
132,-6.7,4.07,-10.51,-81.94,0,0,0, 01:46:43.962,1.55E+12
133,-194.28,-157.6,-166.55,-119.85,0,0,0, 01:46:43.976,1.55E+12
134,110.81,62.61,91.88,-12.41,0,0,0, 01:46:43.976,1.55E+12
135,99.55,82.63,100.63,-39.5,0,0,0, 01:46:43.992,1.55E+12
136,-193.9,-148.26,-168.11,-131.32,0,0,0, 01:46:43.992,1.55E+12
137,-9.03,-17.54,0.47,-69.56,0,0,0, 01:46:43.994,1.55E+12
138,166.73,123.64,130.93,1.13,0,0,0, 01:46:43.994,1.55E+12
139,-119.59,-78.68,-101.94,-89.75,0,0,0, 01:46:44.006,1.55E+12
140,-115.27,-106.11,-96.7,-82.95,0,0,0, 01:46:44.006,1.55E+12
141,162,114.84,158.98,-7.89,0,0,0, 01:46:44.022,1.55E+12
142,-13.97,6.3,-10.16,-65.87,0,0,0, 01:46:44.022,1.55E+12
143,-202.73,-164.85,-172.45,-132.13,0,0,0, 01:46:44.025,1.55E+12
144,110.37,56.87,78.65,-14.73,0,0,0, 01:46:44.025,1.55E+12
145,98.98,80.77,88.79,-41.11,0,0,0, 01:46:44.036,1.55E+12
146,-188.63,-133.83,-164.01,-113.89,0,0,0, 01:46:44.036,1.55E+12
147,-18.73,-28.83,-13.95,-56.73,0,0,0, 01:46:44.051,1.55E+12
148,165.94,122.41,147.83,-0.24,0,0,0, 01:46:44.051,1.55E+12
149,-122.16,-83.07,-95.03,-107.93,0,0,0, 01:46:44.055,1.55E+12
150,-133.64,-113.21,-111.82,-100.67,0,0,0, 01:46:44.055,1.55E+12
151,172.12,119.99,158.44,5.22,0,0,0, 01:46:44.066,1.55E+12
152,-7.64,3.67,9.45,-65.33,0,0,0, 01:46:44.066,1.55E+12
153,-208.68,-148.98,-166.93,-119.85,0,0,0, 01:46:44.082,1.55E+12
154,107.27,69.36,87.94,-7.11,0,0,0, 01:46:44.082,1.55E+12
155,117.3,100.21,114.13,7.77,0,0,0, 01:46:44.085,1.55E+12
156,-185.85,-128.58,-156.18,-84.25,0,0,0, 01:46:44.085,1.55E+12
157,1.88,-19.75,-0.17,-51.58,0,0,0, 01:46:44.096,1.55E+12
158,169.11,126.79,137.35,-9.5,0,0,0, 01:46:44.096,1.55E+12
159,-127.82,-86.37,-101.28,-111.87,0,0,0, 01:46:44.112,1.55E+12
160,-136.52,-110.85,-116.26,-95.92,0,0,0, 01:46:44.112,1.55E+12
161,165.22,114.36,135.78,2.6,0,0,0, 01:46:44.113,1.55E+12
162,-4.26,4.02,-10.07,-41.05,0,0,0, 01:46:44.113,1.55E+12
163,-183.24,-144.76,-153.14,-95.1,0,0,0, 01:46:44.126,1.55E+12
164,116.37,79.98,96.09,9.77,0,0,0, 01:46:44.126,1.55E+12
165,111.49,97.56,85,-7.31,0,0,0, 01:46:44.142,1.55E+12
166,-201.19,-142.68,-156.97,-115.86,0,0,0, 01:46:44.142,1.55E+12
167,-1.72,-19.31,3.64,-53.98,0,0,0, 01:46:44.144,1.55E+12
168,170.37,119,158.78,16.29,0,0,0, 01:46:44.144,1.55E+12
169,-117.41,-72.23,-89.71,-82.13,0,0,0, 01:46:44.156,1.55E+12
170,-111.56,-91.24,-91.83,-75.28,0,0,0, 01:46:44.156,1.55E+12
171,163.17,113.39,139.65,3.78,0,0,0, 01:46:44.171,1.55E+12
172,-5.11,7.89,4.2,-45.26,0,0,0, 01:46:44.171,1.55E+12
173,-177.27,-136.77,-135.43,-82.14,0,0,0, 01:46:44.174,1.55E+12
174,103.51,68.37,106.42,1.8,0,0,0, 01:46:44.174,1.55E+12
175,110.72,94.98,106.85,-14.74,0,0,0, 01:46:44.188,1.55E+12
176,-189.49,-138.61,-151.46,-105.28,0,0,0, 01:46:44.188,1.55E+12
177,9.79,-7.62,-5.66,-37.77,0,0,0, 01:46:44.202,1.55E+12
178,165.51,126.21,133.21,0.99,0,0,0, 01:46:44.202,1.55E+12
179,-120.58,-77.43,-90.25,-80.28,0,0,0, 01:46:44.204,1.55E+12
180,-112.81,-101.21,-105.22,-77.03,0,0,0, 01:46:44.204,1.55E+12
181,167.4,130.69,147.48,16.15,0,0,0, 01:46:44.218,1.55E+12
182,-0.99,15.31,17.07,-48.03,0,0,0, 01:46:44.218,1.55E+12
183,-190.63,-145.47,-146.18,-98.05,0,0,0, 01:46:44.232,1.55E+12
184,103.26,71,86.76,-7.36,0,0,0, 01:46:44.232,1.55E+12
185,106.81,86.53,96.81,-14.73,0,0,0, 01:46:44.235,1.55E+12
186,-194.06,-138.25,-161.44,-105.9,0,0,0, 01:46:44.235,1.55E+12
187,-3.68,-13.48,-6.82,-52.2,0,0,0, 01:46:44.246,1.55E+12
188,154.75,113.08,145.53,-19.46,0,0,0, 01:46:44.246,1.55E+12
189,-134.6,-94.08,-105.66,-109.41,0,0,0, 01:46:44.262,1.55E+12
190,-129.34,-112.93,-124.22,-90.94,0,0,0, 01:46:44.262,1.55E+12
191,180,132.84,161.63,21.93,0,0,0, 01:46:44.265,1.55E+12
192,-31.62,-19.1,-15.41,-74.33,0,0,0, 01:46:44.265,1.55E+12
193,-196.95,-161.4,-168.68,-120.89,0,0,0, 01:46:44.277,1.55E+12
194,111.68,67.97,104.49,-16.28,0,0,0, 01:46:44.277,1.55E+12
195,104.7,92.52,96.31,-8.76,0,0,0, 01:46:44.292,1.55E+12
196,-180.42,-127.05,-155.94,-102.85,0,0,0, 01:46:44.292,1.55E+12
197,21.78,6.65,20.59,-32.06,0,0,0, 01:46:44.308,1.55E+12
198,167.74,121.37,150.77,4.69,0,0,0, 01:46:44.308,1.55E+12
199,-122.24,-76.79,-107.33,-93.7,0,0,0, 01:46:44.311,1.55E+12
200,-109.89,-98.73,-85.83,-77.41,0,0,0, 01:46:44.311,1.55E+12
0,168.54,120.78,149.22,19.55,0,0,0, 01:46:44.311,1.55E+12
1,-5.57,5.7,14.18,-37.66,0,0,0, 01:46:44.321,1.55E+12
2,-186.46,-148.6,-157.97,-101.24,0,0,0, 01:46:44.321,1.55E+12
3,108.47,74.88,94.82,-11.04,0,0,0, 01:46:44.337,1.55E+12
4,97.29,80.52,93.83,-15.46,0,0,0, 01:46:44.337,1.55E+12
5,-200.64,-147.34,-162,-129.53,0,0,0, 01:46:44.338,1.55E+12
6,7.72,-17.14,-3.52,-33.87,0,0,0, 01:46:44.338,1.55E+12
7,166.27,120.62,137.99,7.27,0,0,0, 01:46:44.350,1.55E+12
8,-120.69,-86.08,-106.98,-90.52,0,0,0, 01:46:44.350,1.55E+12
9,-111.28,-103.15,-106.16,-83.22,0,0,0, 01:46:44.367,1.55E+12
10,171.98,110.59,136.03,-7.93,0,0,0, 01:46:44.367,1.55E+12
11,-23.76,4.28,-10.01,-59.77,0,0,0, 01:46:44.368,1.55E+12
12,-190.11,-153.34,-162.09,-111.1,0,0,0, 01:46:44.368,1.55E+12
13,113.94,67.62,99.22,-12.07,0,0,0, 01:46:44.380,1.55E+12
14,104.75,82.48,100.94,-17.41,0,0,0, 01:46:44.380,1.55E+12
15,-204.11,-135.34,-162.46,-111.19,0,0,0, 01:46:44.400,1.55E+12
16,9.82,-14.54,4.97,-48.61,0,0,0, 01:46:44.400,1.55E+12
17,173.24,133.16,136.07,3.61,0,0,0, 01:46:44.403,1.55E+12
18,-132.55,-92.68,-111.76,-104.22,0,0,0, 01:46:44.403,1.55E+12
19,-107.51,-88.84,-88.31,-77.45,0,0,0, 01:46:44.411,1.55E+12
20,182.43,131.13,151.33,11.99,0,0,0, 01:46:44.411,1.55E+12
21,-30.22,-5.1,-8.92,-68.7,0,0,0, 01:46:44.427,1.55E+12
22,-194.11,-140.34,-148,-101.62,0,0,0, 01:46:44.427,1.55E+12
23,115,70.13,96.87,-9.8,0,0,0, 01:46:44.431,1.55E+12
24,82.78,73.95,73.04,-39.84,0,0,0, 01:46:44.431,1.55E+12
25,-215.65,-163.11,-172.25,-137.61,0,0,0, 01:46:44.441,1.55E+12
26,8.81,-3.45,17.45,-40.86,0,0,0, 01:46:44.441,1.55E+12
27,167.06,138.8,147.64,2.76,0,0,0, 01:46:44.456,1.55E+12
28,-131.91,-90.18,-117.39,-94.76,0,0,0, 01:46:44.456,1.55E+12
29,-114.03,-94.09,-107.4,-94,0,0,0, 01:46:44.460,1.55E+12
30,155.42,108.57,137.5,-26.07,0,0,0, 01:46:44.460,1.55E+12
31,-37.48,-17.42,-33.25,-99.8,0,0,0, 01:46:44.472,1.55E+12
32,-189.72,-151.26,-158.18,-114.04,0,0,0, 01:46:44.472,1.55E+12
33,105.55,66.59,92.68,-18.11,0,0,0, 01:46:44.487,1.55E+12
34,87.08,76.69,96.14,-20.41,0,0,0, 01:46:44.487,1.55E+12
35,-205.76,-150.84,-171.01,-114.33,0,0,0, 01:46:44.490,1.55E+12
36,1.4,-16.42,5.17,-59.07,0,0,0, 01:46:44.490,1.55E+12
37,166.44,122.12,143.44,-13.35,0,0,0, 01:46:44.501,1.55E+12
38,-126,-82.67,-95.45,-92.15,0,0,0, 01:46:44.501,1.55E+12
39,-119.75,-109.9,-102.17,-100.71,0,0,0, 01:46:44.517,1.55E+12
40,166.88,113.91,148.69,-9.88,0,0,0, 01:46:44.517,1.55E+12
41,-27.13,-3.42,-6.29,-62.37,0,0,0, 01:46:44.522,1.55E+12
42,-190.16,-152.89,-159.96,-121.39,0,0,0, 01:46:44.522,1.55E+12
43,98.64,60.95,85.03,-40.03,0,0,0, 01:46:44.549,1.55E+12
44,83.97,69.86,71.06,-47.62,0,0,0, 01:46:44.549,1.55E+12
45,-200.22,-151.92,-170.72,-134.26,0,0,0, 01:46:44.555,1.55E+12
46,-5.84,-23.36,8.87,-68.17,0,0,0, 01:46:44.555,1.55E+12
47,151.94,127.82,127.9,-21.32,0,0,0, 01:46:44.555,1.55E+12
48,-137.01,-91.28,-121.11,-102.2,0,0,0, 01:46:44.555,1.55E+12
49,-109.5,-103.01,-98.46,-106.41,0,0,0, 01:46:44.561,1.55E+12
50,164.36,105.05,137.34,-17.19,0,0,0, 01:46:44.561,1.55E+12
51,-45.37,-16.42,-11.51,-100,0,0,0, 01:46:44.578,1.55E+12
52,-196.42,-146.66,-177.97,-135.54,0,0,0, 01:46:44.578,1.55E+12
53,119.59,84.46,89.76,-19.91,0,0,0, 01:46:44.580,1.55E+12
54,87.52,73.97,68.83,-40.76,0,0,0, 01:46:44.580,1.55E+12
55,-208.89,-157.09,-161.28,-142.16,0,0,0, 01:46:44.591,1.55E+12
56,5.49,-10.35,22.58,-74.93,0,0,0, 01:46:44.591,1.55E+12
57,155.85,122.58,145.44,-21.55,0,0,0, 01:46:44.606,1.55E+12
58,-156.14,-107.55,-112.63,-129.34,0,0,0, 01:46:44.606,1.55E+12
59,-127.84,-112.68,-99.7,-116.88,0,0,0, 01:46:44.609,1.55E+12
60,169.77,114.3,150.02,-15.8,0,0,0, 01:46:44.609,1.55E+12
61,-44.31,-10.8,-24.02,-83.85,0,0,0, 01:46:44.621,1.55E+12
62,-184.41,-151.87,-175.12,-130.46,0,0,0, 01:46:44.621,1.55E+12
63,102.6,56.19,72.12,-49.36,0,0,0, 01:46:44.637,1.55E+12
64,79.43,75.05,59.92,-64.18,0,0,0, 01:46:44.637,1.55E+12
65,-208.84,-150.73,-179.93,-145.62,0,0,0, 01:46:44.639,1.55E+12
66,-4.81,-21.7,2.97,-87.88,0,0,0, 01:46:44.639,1.55E+12
67,142.12,106.99,133.9,-57.57,0,0,0, 01:46:44.651,1.55E+12
68,-138.81,-96.61,-114.17,-115.3,0,0,0, 01:46:44.651,1.55E+12
69,-116.85,-104.65,-102.77,-112.78,0,0,0, 01:46:44.667,1.55E+12
70,164.15,119.11,141.71,-31.42,0,0,0, 01:46:44.667,1.55E+12
71,-45.91,-21.83,-34.52,-109.12,0,0,0, 01:46:44.669,1.55E+12
72,-203.3,-164.71,-175.01,-161.31,0,0,0, 01:46:44.669,1.55E+12
73,101.14,57.71,89.71,-46.27,0,0,0, 01:46:44.682,1.55E+12
74,85.44,70.88,82.15,-69.78,0,0,0, 01:46:44.682,1.55E+12
75,-211.49,-161.38,-179.46,-151.59,0,0,0, 01:46:44.697,1.55E+12
76,-4.5,-22.65,-15.53,-85.79,0,0,0, 01:46:44.697,1.55E+12
77,140.73,100.45,119.52,-49.07,0,0,0, 01:46:44.701,1.55E+12
78,-163.01,-123.5,-137.48,-156.66,0,0,0, 01:46:44.701,1.55E+12
79,-122.24,-107.07,-99.4,-122.01,0,0,0, 01:46:44.711,1.55E+12
80,165.27,118.25,136.13,-35.38,0,0,0, 01:46:44.711,1.55E+12
81,-52.39,-34.83,-34.27,-92.1,0,0,0, 01:46:44.727,1.55E+12
82,-197.14,-153.07,-173.85,-150.11,0,0,0, 01:46:44.727,1.55E+12
83,100.72,59.08,83.83,-63.27,0,0,0, 01:46:44.729,1.55E+12
84,80.78,54.96,66.64,-65.75,0,0,0, 01:46:44.729,1.55E+12
85,-220.46,-176.2,-197.13,-168.82,0,0,0, 01:46:44.741,1.55E+12
86,-3.2,-21.67,-9.91,-115.67,0,0,0, 01:46:44.741,1.55E+12
87,132.77,106.03,110.34,-62.86,0,0,0, 01:46:44.757,1.55E+12
88,-166.56,-114.79,-145.19,-153.26,0,0,0, 01:46:44.757,1.55E+12
89,-125.63,-109.76,-115.5,-146.88,0,0,0, 01:46:44.760,1.55E+12
90,145.24,95.53,126.45,-58.31,0,0,0, 01:46:44.760,1.55E+12
91,-59.74,-31.85,-43.36,-123.91,0,0,0, 01:46:44.774,1.55E+12
92,-197.59,-148.18,-164.69,-156.32,0,0,0, 01:46:44.774,1.55E+12
93,97.89,49.91,65.74,-71.63,0,0,0, 01:46:44.787,1.55E+12
94,65.21,50.71,62.89,-70.09,0,0,0, 01:46:44.787,1.55E+12
95,-208.41,-161.77,-179.13,-163.88,0,0,0, 01:46:44.788,1.55E+12
96,11.78,-23.96,-9.94,-108.52,0,0,0, 01:46:44.788,1.55E+12
97,130.47,87.14,121.55,-71.83,0,0,0, 01:46:44.801,1.55E+12
98,-149.53,-105.37,-118.9,-149.37,0,0,0, 01:46:44.801,1.55E+12
99,-122.43,-118.03,-103.56,-141.57,0,0,0, 01:46:44.817,1.55E+12
100,164.24,109.85,141.79,-61.66,0,0,0, 01:46:44.817,1.55E+12
101,-61.73,-29.35,-47.82,-119.96,0,0,0, 01:46:44.819,1.55E+12
102,-196.17,-165.76,-164.83,-164.12,0,0,0, 01:46:44.819,1.55E+12
103,94.74,57.17,85.06,-77.84,0,0,0, 01:46:44.831,1.55E+12
104,62.39,54.79,63.37,-90.61,0,0,0, 01:46:44.831,1.55E+12
105,-225.08,-171.06,-188.38,-172.22,0,0,0, 01:46:44.847,1.55E+12
106,4.36,-32.54,-7.47,-110.8,0,0,0, 01:46:44.847,1.55E+12
107,136.44,107.74,123.21,-68.81,0,0,0, 01:46:44.850,1.55E+12
108,-160.49,-120.53,-118.26,-152.83,0,0,0, 01:46:44.850,1.55E+12
109,-126.12,-112.29,-119.44,-142.12,0,0,0, 01:46:44.861,1.55E+12
110,154.81,102.32,132,-69.39,0,0,0, 01:46:44.861,1.55E+12
111,-76.36,-48.38,-56.7,-147.56,0,0,0, 01:46:44.893,1.55E+12
112,-202.14,-166.96,-166.55,-190.24,0,0,0, 01:46:44.893,1.55E+12
113,100.02,45.86,79.73,-90.99,0,0,0, 01:46:44.896,1.55E+12
114,37.4,35.62,23.94,-121.89,0,0,0, 01:46:44.896,1.55E+12
115,-247.43,-182.89,-211.01,-208.84,0,0,0, 01:46:44.896,1.55E+12
116,-5.65,-38.84,-17.18,-127.2,0,0,0, 01:46:44.896,1.55E+12
117,123.81,92.13,107.18,-78.35,0,0,0, 01:46:44.898,1.55E+12
118,-150.47,-118.16,-126.75,-155.92,0,0,0, 01:46:44.898,1.55E+12
119,-120.44,-108.61,-113.98,-153.02,0,0,0, 01:46:44.905,1.55E+12
120,154.14,104.73,122.64,-60.54,0,0,0, 01:46:44.905,1.55E+12
121,-78.98,-48.72,-59.38,-137.89,0,0,0, 01:46:44.921,1.55E+12
122,-202.22,-163.72,-172.51,-182.42,0,0,0, 01:46:44.921,1.55E+12
123,85.91,45.2,67.8,-96.64,0,0,0, 01:46:44.937,1.55E+12
124,43.77,33.89,31.42,-121.93,0,0,0, 01:46:44.937,1.55E+12
125,-230.6,-172.83,-190.66,-197.4,0,0,0, 01:46:44.940,1.55E+12
126,-4.4,-34.79,-16.43,-120.25,0,0,0, 01:46:44.940,1.55E+12
127,127.03,93.47,107.68,-90.89,0,0,0, 01:46:44.951,1.55E+12
128,-177.83,-118.01,-146.35,-189.13,0,0,0, 01:46:44.951,1.55E+12
129,-130.19,-122.51,-116.43,-160.57,0,0,0, 01:46:44.967,1.55E+12
130,145.66,99.54,112.51,-95.91,0,0,0, 01:46:44.967,1.55E+12
131,-81.04,-57.92,-60.09,-165.1,0,0,0, 01:46:44.970,1.55E+12
132,-213.71,-174.77,-186.11,-193.8,0,0,0, 01:46:44.970,1.55E+12
133,94.17,49.44,96.29,-85.57,0,0,0, 01:46:44.981,1.55E+12
134,57.08,38.31,49.2,-112.84,0,0,0, 01:46:44.981,1.55E+12
135,-235.31,-177.79,-195.69,-203.2,0,0,0, 01:46:44.997,1.55E+12
136,-6.25,-38.33,-6.52,-137.89,0,0,0, 01:46:44.997,1.55E+12
137,119.66,90.39,99.48,-102.85,0,0,0, 01:46:44.999,1.55E+12
138,-185.27,-129.1,-150.04,-192.88,0,0,0, 01:46:44.999,1.55E+12
139,-138.18,-129.94,-129.02,-182.67,0,0,0, 01:46:45.011,1.55E+12
140,152.7,101.34,125.07,-82.94,0,0,0, 01:46:45.011,1.55E+12
141,-77.16,-43.78,-57.24,-161.12,0,0,0, 01:46:45.027,1.55E+12
142,-205.31,-175.68,-175.89,-219.94,0,0,0, 01:46:45.027,1.55E+12
143,88.73,50.8,84.77,-110.22,0,0,0, 01:46:45.029,1.55E+12
144,45.26,33.39,45.71,-115.7,0,0,0, 01:46:45.029,1.55E+12
145,-233.42,-186.45,-199.16,-208.92,0,0,0, 01:46:45.041,1.55E+12
146,-4.45,-18.44,-2.2,-132.06,0,0,0, 01:46:45.041,1.55E+12
147,115.2,79.48,84.27,-95.7,0,0,0, 01:46:45.057,1.55E+12
148,-193.47,-139.3,-174.33,-205.52,0,0,0, 01:46:45.057,1.55E+12
149,-133.19,-114.01,-123.49,-182.1,0,0,0, 01:46:45.059,1.55E+12
150,139.99,96.1,121.77,-95.37,0,0,0, 01:46:45.059,1.55E+12
151,-88.73,-54.47,-83.44,-155.66,0,0,0, 01:46:45.071,1.55E+12
152,-218.12,-176.36,-179.05,-211.46,0,0,0, 01:46:45.071,1.55E+12
153,79.24,42.1,66.86,-114.22,0,0,0, 01:46:45.104,1.55E+12
154,30.59,28.47,35.64,-136.31,0,0,0, 01:46:45.104,1.55E+12
155,-237.41,-180.37,-210.66,-209.59,0,0,0, 01:46:45.108,1.55E+12
156,-0.22,-33.32,-17.03,-135.2,0,0,0, 01:46:45.108,1.55E+12
157,126.06,92.61,109.29,-91.53,0,0,0, 01:46:45.109,1.55E+12
158,-169.83,-134.93,-159.29,-192.75,0,0,0, 01:46:45.109,1.55E+12
159,-132.03,-124.6,-122.06,-181.45,0,0,0, 01:46:45.113,1.55E+12
160,144.7,81.4,104.48,-102.5,0,0,0, 01:46:45.113,1.55E+12
161,-96.81,-69.76,-89.92,-178.73,0,0,0, 01:46:45.117,1.55E+12
162,-211.54,-174.43,-189.24,-203.3,0,0,0, 01:46:45.117,1.55E+12
163,90.77,49.56,79.45,-114.38,0,0,0, 01:46:45.131,1.55E+12
164,39.99,28.08,28.42,-129.68,0,0,0, 01:46:45.131,1.55E+12
165,-235.47,-196.27,-206.57,-218.63,0,0,0, 01:46:45.147,1.55E+12
166,-2,-31.44,-15.86,-157.67,0,0,0, 01:46:45.147,1.55E+12
167,119.85,84.38,98.03,-119.64,0,0,0, 01:46:45.150,1.55E+12
168,-185.75,-137.85,-172.25,-202.84,0,0,0, 01:46:45.150,1.55E+12
169,-136.84,-128.37,-124.82,-195.28,0,0,0, 01:46:45.161,1.55E+12
170,136.82,85.74,110.52,-116.19,0,0,0, 01:46:45.161,1.55E+12
171,-95.53,-69.66,-75.5,-181.65,0,0,0, 01:46:45.176,1.55E+12
172,-208.69,-173.97,-189.39,-194.9,0,0,0, 01:46:45.176,1.55E+12
173,98.54,52.17,86.51,-116.09,0,0,0, 01:46:45.179,1.55E+12
174,25.89,30.72,31.26,-144.15,0,0,0, 01:46:45.179,1.55E+12
175,-244.09,-195.83,-210.13,-216.65,0,0,0, 01:46:45.190,1.55E+12
176,8.86,-31.22,-8.44,-141.75,0,0,0, 01:46:45.190,1.55E+12
177,109.39,69.28,87.64,-122.42,0,0,0, 01:46:45.207,1.55E+12
178,-192.29,-136.76,-151.75,-205.62,0,0,0, 01:46:45.207,1.55E+12
179,-127.89,-120.91,-123.56,-198.78,0,0,0, 01:46:45.208,1.55E+12
180,146.52,94.34,118.48,-99.67,0,0,0, 01:46:45.208,1.55E+12
181,-90.63,-70.58,-78.49,-168.85,0,0,0, 01:46:45.220,1.55E+12
